client_id,first_name,last_name,age,date_of_birth,email,phone,country,monthly_salary_usd,annual_bonus_usd,monthly_expenses_usd,debt_to_income,savings_rate,net_worth_usd,account_balance_usd,account_type,account_age_years,join_date,customer_tenure_days,num_products,is_premium_client,monthly_transactions,avg_transaction_amount_usd,failed_transactions,international_txn_pct,preferred_channel,last_login_days_ago,last_transaction_date,credit_score,num_loans,loan_default_risk,credit_card_limit_usd,payment_on_time_pct
CLI-40F0AFDF,David,King,51,1974-11-19,david.king@icloud.com,+1-936-507-7068,Costa Rica,849.5,1381.84,1264.98,1.4890970736270253,-0.0395,11299.42,2686.91,checking,8.5,2018-11-25,2670,5,0,12,37.51,0,0.0279,web,1,2026-03-09,726,0,0.8313,2176.72,0.4663
CLI-CAE898B0,Brittany,Cardenas,38,1987-03-23,bcardenas@gmail.com,1-299-323-6264x00205,Mexico,2504.87,5216.25,1541.94,0.615577248420592,0.3668,93340.68,3308.46,premium,14.4,2012-03-16,5115,3,1,27,134.38,2,0.3994,app,0,2026-03-12,562,1,0.6142,4968.48,0.2831
CLI-4D638088,Samantha,Hoffman,42,1984-03-16,shoffman@outlook.com,001-806-882-3678x78117,Ecuador,752.49,2348.01,856.31,1.1379755315060185,-0.0084,9457.98,913.13,checking,4.4,2022-08-18,1308,3,0,13,186.75,2,0.2343,branch,2,2026-03-09,724,4,0.6363,1922.83,0.5235
CLI-035E5D44,Stephanie,Craig,39,1986-10-30,craig.s@gmail.com,(+57)3221694042,Colombia,1449.93,3642.31,1058.37,0.7299435970944796,0.5898,178531.51,1751.44,savings,9.0,2017-10-01,3090,4,1,26,142.65,1,0.1902,branch,9,2026-03-08,832,2,0.1616,4257.68,0.5292
CLI-F1F29636,Kimberly,Olson,34,1991-05-06,olson.k@outlook.com,1-581-394-7248,Mexico,993.69,1928.13,1115.04,1.1221150341309951,-0.056,14812.56,4648.76,savings,15.5,2011-08-03,5341,3,1,30,191.52,0,0.2774,web,5,2026-03-04,723,0,0.6274,2535.66,0.2153
CLI-CE762F5C,Maureen,Morris,44,1981-03-26,morris.m@hotmail.com,1-552-028-9008,Mexico,1367.0,7306.28,1250.46,0.9147460096283865,0.2366,-5018.24,3450.78,checking,17.8,2009-11-16,5966,5,0,15,6.8,1,0.0062,app,4,2026-03-14,669,1,0.5962,3227.73,0.1488
CLI-5055E6E2,Lindsay,Sanchez,31,1995-01-26,sanchez.l@hotmail.com,(517)043-2250,Mexico,220.45,292.29,612.0,2.7761402334056213,-0.0967,4090.11,361.9,premium,4.0,2022-09-27,1268,5,1,14,123.36,1,0.3886,web,2,2026-03-06,657,2,0.99,511.18,0.0273
CLI-502521E4,Kimberly,Meza,34,1991-09-24,meza.k@hotmail.com,001-497-313-5483x97256,Bolivia,895.9,1529.3,1047.18,1.168861343843445,0.0302,-4524.06,649.34,premium,10.5,2016-08-11,3506,2,1,22,369.45,4,0.1735,branch,2,2026-03-06,726,2,0.6534,2295.61,0.0233
CLI-434290C5,Hannah,Hart,56,1970-02-13,hhart@hotmail.com,84 8132-7702,Brazil,627.32,1230.4,499.25,0.7958402653988219,0.2683,9811.18,4077.25,savings,4.2,2022-11-06,1228,3,1,27,51.5,0,0.1075,web,0,2026-03-15,597,3,0.6654,1321.8,0.0715
CLI-FA77F457,Michelle,Castaneda,45,1980-05-13,castaneda.m@hotmail.com,827.849.8205x5543,Mexico,2453.76,675.9,1334.74,0.543956607712799,0.2056,73956.5,4837.3,premium,4.9,2022-03-01,1478,3,1,40,735.35,0,0.3674,app,6,2026-03-04,711,0,0.2489,6157.49,0.8157
CLI-D5FEA3BF,Jacob,Davis,42,1983-12-30,jacob68@icloud.com,+54 15 2500 1546,Argentina,218.77,554.48,410.52,1.8764901317403533,0.0182,8930.19,920.55,savings,10.2,2016-08-02,3515,2,1,22,41.38,2,0.1575,ATM,0,2026-03-18,838,2,0.8505,647.04,0.5489
CLI-1ED688C3,Gabriela,Beard,21,2004-07-13,gabriela94@gmail.com,366.489.8815,Peru,607.07,1194.27,706.99,1.1645858369630901,-0.057,-2357.59,551.35,checking,4.3,2022-05-20,1398,3,0,9,17.72,0,0.1224,web,4,2026-03-08,748,2,0.6037,1602.66,0.3802
CLI-DCCF2DDE,Kayla,Duran,41,1984-11-04,kduran@yahoo.com,21 3508 5771,Brazil,170.82,383.85,360.4,2.1098702026603964,-0.0688,-665.67,220.91,checking,13.1,2013-04-17,4718,5,0,12,6.31,1,0.1292,ATM,4,2026-03-13,614,0,0.9887,500.0,0.343
CLI-8DAA1E4F,Robert,Smith,43,1982-11-02,rsmith@icloud.com,421.356.8061x82339,Mexico,412.89,1186.38,825.14,1.9984355051479659,-0.1341,315681.81,721.28,savings,6.5,2020-05-03,2145,5,1,27,49.73,0,0.1054,app,9,2026-03-09,727,1,0.9574,1059.43,0.1095
CLI-FFE71D8F,Richard,Flores,40,1985-06-01,richard82@icloud.com,(279)962-5880x0955,Guatemala,361.25,200.41,743.59,2.058376489480611,0.0008,-4501.3,2745.51,premium,8.5,2018-08-11,2776,1,1,24,14.48,2,0.0891,ATM,1,2026-03-17,723,0,0.9654,921.82,0.4095
CLI-FC60F8C7,Eric,Parrish,53,1972-06-25,parrish.e@gmail.com,(+57) 300 868 52 22,Colombia,740.46,3295.63,755.17,1.0198646651821597,-0.0712,10381.98,781.54,checking,15.4,2011-11-01,5251,8,0,14,25.89,1,0.086,app,6,2026-03-03,698,1,0.6086,1824.14,0.2366
CLI-461924B7,Dylan,Smith,31,1994-09-07,dsmith@yahoo.com,001-714-518-8630,Peru,2019.47,6716.07,1112.33,0.5508041738088099,0.5247,-8902.82,4325.15,savings,1.9,2025-01-16,426,3,0,13,61.49,0,0.0633,app,0,2026-03-09,625,2,0.425,4454.71,0.7559
CLI-59FA5949,Amanda,Williams,27,1999-03-18,awilliams@yahoo.com,050.641.4097x975,Mexico,2761.46,5096.19,2052.83,0.7433857578980434,0.3638,-11379.39,6844.54,savings,2.2,2024-04-20,697,2,0,10,237.71,1,0.3288,branch,1,2026-03-10,633,0,0.5505,6169.43,0.2706
CLI-163F37F3,April,Jackson,40,1985-05-16,april21@yahoo.com,+55 (041) 8819 3818,Brazil,597.64,3181.52,621.07,1.0391959864904106,0.0213,16104.04,1159.11,savings,12.6,2014-11-16,4140,4,0,11,34.69,4,0.0026,app,3,2026-03-12,809,1,0.3753,1706.44,0.5928
CLI-E220D0DD,Thomas,Porter,46,1979-12-08,thomas68@yahoo.com,(845)333-8094x87679,Peru,3347.39,14847.42,2555.9,0.7635508525022808,0.3294,56366.36,9589.85,premium,14.6,2012-11-13,4873,2,1,22,332.86,0,0.2145,app,0,2026-03-12,726,1,0.3585,8577.19,0.8785
CLI-2B6A369B,Charles,Phillips,32,1993-05-16,cphillips@icloud.com,+57 302 556 45 40,Colombia,626.43,405.34,742.99,1.1860652023571523,-0.0606,22746.45,5864.01,savings,8.1,2018-06-16,2832,1,1,24,38.24,1,0.1361,branch,1,2026-03-12,565,1,0.8956,1249.18,0.5313
CLI-DD5A4876,Gene,Haynes,49,1976-07-23,gene.haynes@icloud.com,01 8007 990 097,Colombia,2320.76,5200.52,1236.15,0.5326502457214947,0.1681,-11447.59,6023.35,savings,12.2,2014-06-20,4289,4,0,12,167.7,2,0.2557,app,2,2026-03-15,610,2,0.4452,4996.46,0.7115
CLI-72194F9F,Roy,Rogers,42,1983-04-07,roy60@icloud.com,900.591.3053,Uruguay,549.46,159.13,891.96,1.6233351331005967,-0.0643,7644.43,13187.04,premium,1.6,2025-05-24,298,5,1,27,4.22,0,0.2768,ATM,3,2026-03-09,755,0,0.8499,1464.15,0.6398
CLI-508137D3,Steven,Fitzgerald,37,1988-10-30,fitzgerald.s@outlook.com,(+57)3064884406,Colombia,669.73,2291.75,670.49,1.0011426915204509,-0.0155,40331.31,3041.46,savings,12.6,2014-11-10,4146,4,0,11,94.42,1,0.2484,ATM,4,2026-03-13,494,0,0.9038,1167.69,0.2581
CLI-F5E01907,Cindy,Baker,41,1984-08-09,baker.c@yahoo.com,278.510.0904x13857,Guatemala,609.57,320.42,843.53,1.383811785108345,-0.1254,8165.63,550.89,savings,16.5,2010-02-03,5887,2,0,17,50.21,0,0.0197,app,0,2026-03-13,783,0,0.6815,1684.56,0.5931
CLI-0C735C16,Ian,Ferrell,46,1979-04-26,ferrell.i@gmail.com,001-602-544-4223x1612,Venezuela,82.73,498.62,50.61,0.611775444207335,0.112,2058.02,109.4,premium,10.4,2016-08-16,3501,1,1,28,63.62,1,0.022,app,1,2026-03-16,573,5,0.5875,500.0,0.2259
CLI-FB3894F4,Victor,Marshall,40,1985-05-11,vmarshall@icloud.com,+576024351599,Colombia,323.16,488.47,554.37,1.7154400398397338,0.0388,8243.4,378.88,savings,13.7,2013-09-05,4577,3,0,9,37.44,0,0.0126,web,2,2026-03-14,729,2,0.9043,831.47,0.7089
CLI-920579E9,Martin,Mccoy,33,1992-11-04,martin2@icloud.com,(+57)3171978867,Colombia,1006.92,3746.45,978.12,0.971404670520106,0.5554,17998.88,5131.03,checking,18.2,2008-03-26,6566,4,0,8,296.02,0,0.5809,app,7,2026-03-08,757,2,0.4402,2690.25,0.7995
CLI-436D5146,Denise,Livingston,37,1988-11-30,livingston.d@hotmail.com,305-774-4024,Peru,462.6,201.8,554.55,1.1987859753323622,-0.147,6766.85,1595.06,premium,16.5,2010-03-23,5839,4,1,33,28.04,2,0.2432,web,2,2026-03-08,663,2,0.7852,1082.48,0.1537
CLI-0857CCD6,Mark,Garcia,44,1981-06-22,mark20@outlook.com,+54 15 2747 8618,Argentina,232.87,235.54,430.87,1.8502813412454155,-0.0606,4644.33,1466.66,savings,13.7,2013-10-25,4527,4,1,18,29.27,0,0.2394,web,11,2026-03-07,718,1,0.94,590.12,0.637
CLI-5250F430,Ashley,Anderson,42,1983-10-15,ashley12@gmail.com,(369)445-3673,Ecuador,1063.56,1890.79,1252.44,1.1775943959495012,-0.1258,14916.51,871.85,checking,17.1,2009-08-21,6053,2,0,18,202.62,0,0.0535,ATM,12,2026-03-04,621,3,0.834,2331.07,0.3297
CLI-38F218F8,Anthony,Lee,53,1972-05-14,alee@yahoo.com,6235476294,Ecuador,498.51,888.66,780.55,1.5657801626111474,-0.0363,14467.25,1688.7,savings,12.4,2014-12-12,4114,2,0,15,56.91,2,0.1916,app,0,2026-03-08,766,0,0.8117,1347.74,0.4711
CLI-B4897ED2,John,Williams,33,1992-07-24,williams.j@outlook.com,(200)305-5207x8265,Mexico,995.53,1226.77,756.19,0.7595831684102852,0.1106,38838.99,2457.01,savings,6.0,2020-04-15,2163,2,0,10,18.48,1,0.1862,app,4,2026-03-07,703,0,0.4049,2470.09,0.8459
CLI-947CD278,Colin,Morgan,37,1988-09-16,cmorgan@hotmail.com,(01811) 427559,Germany,8020.41,13684.12,8191.58,1.0213413553558617,-0.0242,-71907.29,14808.13,savings,11.3,2015-11-18,3773,4,0,8,529.2,2,0.0233,ATM,5,2026-03-12,698,4,0.6097,19758.52,0.082
CLI-67E2E134,Ann,Becker,28,1997-07-19,ann2@hotmail.com,+54 15 2200 1618,Argentina,596.51,1632.75,646.57,1.0839231128049172,-0.0877,71621.42,840.8,savings,19.3,2007-12-11,6672,2,1,17,64.0,2,0.3274,app,10,2026-03-06,713,0,0.6218,1501.1,0.6052
CLI-0D67DDD7,Amanda,Burnett,39,1986-04-16,aburnett@hotmail.com,415-861-3560x9057,Ecuador,665.15,2224.14,682.48,1.026055468570228,0.0393,14091.94,5738.03,premium,11.6,2015-01-14,4081,3,1,18,149.48,1,0.0683,web,6,2026-03-06,781,4,0.4269,1833.47,0.7261
CLI-D8115FA1,Victoria,Harrington,31,1995-02-03,victoria41@icloud.com,(300)236-5209x30167,Uruguay,2674.43,1964.6,2320.2,0.8675519855561271,0.1224,104719.52,6182.13,savings,18.0,2009-04-10,6186,3,0,6,51.12,2,0.1809,ATM,5,2026-03-12,717,2,0.4531,6767.88,0.9291
CLI-69E93121,Douglas,Greene,47,1978-12-20,dgreene@gmail.com,176 47 48,Colombia,562.71,1579.28,733.48,1.3034709185625855,0.0323,-49587.15,1624.02,savings,7.1,2019-04-22,2522,2,1,28,86.6,0,0.1684,web,1,2026-03-13,615,1,0.8856,1221.41,0.3293
CLI-73B8B6D3,Michael,Anderson,23,2002-04-01,michael.anderson@yahoo.com,+54 9 3797 3119,Argentina,305.6,415.57,485.04,1.5871848033086953,-0.0978,5103.98,673.69,checking,19.6,2007-06-02,6864,4,0,14,28.78,2,0.1956,web,1,2026-03-11,798,0,0.7746,860.71,0.1634
CLI-02E46835,Michael,Harper,28,1997-11-19,michael.harper@yahoo.com,+83(7)9661188033,Mexico,609.11,992.38,899.2,1.4762531924888227,-0.1004,7897.34,1341.01,savings,2.0,2025-11-28,110,3,0,12,128.81,1,0.0958,app,4,2026-03-05,571,4,0.951,1227.54,0.5695
CLI-C82A1475,Amber,Allen,41,1984-10-10,amber43@gmail.com,001-250-655-1467x1066,Venezuela,108.81,293.6,67.86,0.623643449427499,0.1971,1766.72,219.25,checking,10.0,2016-05-25,3584,3,0,14,10.46,1,0.1573,app,3,2026-03-07,808,0,0.1484,500.0,0.6564
CLI-3D3FF070,Donna,Black,41,1984-11-04,donna.black@outlook.com,326 179 21 31,Colombia,533.04,1623.97,678.21,1.2723608635380192,0.0422,-3331.65,474.4,checking,10.8,2016-01-07,3723,6,0,13,37.48,1,0.0934,app,2,2026-03-08,723,0,0.7254,1360.19,0.0579
CLI-273C8BFA,Jillian,Jackson,31,1994-07-18,jackson.j@yahoo.com,(+57)3119707138,Colombia,1229.31,3260.74,1399.15,1.1381590342441805,-0.0537,26994.01,1741.84,premium,14.3,2012-06-14,5025,3,1,25,702.99,2,0.0811,app,2,2026-03-06,686,3,0.7121,2976.38,0.1536
CLI-3FCF2E99,Damon,Anderson,32,1993-10-27,anderson.d@yahoo.com,001-317-499-3818x4417,Peru,382.48,617.03,482.03,1.2602832120304892,-0.0772,-2172.57,353.46,premium,10.1,2016-01-19,3711,3,1,27,21.31,0,0.2191,app,4,2026-03-04,816,1,0.5225,1101.54,0.1691
CLI-C339D1BB,Ralph,Phillips,38,1987-11-18,phillips.r@yahoo.com,6046815867,Uruguay,1618.18,6594.91,1438.57,0.8890045178399973,0.2239,-9183.71,2687.34,savings,6.3,2020-06-22,2095,4,0,17,186.02,0,0.4607,ATM,1,2026-03-11,664,3,0.5885,3792.25,0.4199
CLI-8663226A,Matthew,Watson,34,1991-08-21,mwatson@outlook.com,+54 15 2615 8559,Argentina,1676.2,4059.3,1023.54,0.6106271344660021,0.2883,380498.02,4477.54,premium,6.9,2020-12-11,1923,6,1,27,263.93,2,0.1847,web,7,2026-03-03,566,3,0.602,3348.46,0.2037
CLI-E2DD767E,Joseph,Griffin,45,1980-03-28,joseph.griffin@icloud.com,+54 15 2377 8521,Argentina,824.22,691.4,824.2,0.9999718919310233,0.3528,16455.57,1904.42,savings,11.8,2015-12-18,3743,2,0,11,221.24,0,0.043,app,7,2026-03-08,634,0,0.7238,1844.31,0.2069
CLI-063A68CB,Robert,Cook,26,1999-07-25,robert.cook@hotmail.com,(978)684-2550,Mexico,1828.79,2901.53,1416.9,0.7747713973235678,0.2904,-15306.35,8491.31,checking,12.7,2014-07-14,4265,3,0,12,1.0,1,0.0622,app,2,2026-03-06,574,0,0.6971,3704.91,0.4349
CLI-70001A0E,Ellen,Garcia,37,1989-01-09,ellen54@yahoo.com,+573077759826,Colombia,487.48,401.01,675.51,1.3857042341518646,-0.142,57348.45,831.68,savings,18.9,2008-02-18,6603,3,1,26,166.74,2,0.0582,branch,1,2026-03-13,716,3,0.7982,1231.89,0.0573
CLI-02DC1704,Cory,Wells,34,1991-09-25,wells.c@icloud.com,+1-367-232-5469x82948,Dominican Republic,315.27,290.45,358.5,1.1371232329135188,0.0037,-2660.54,567.44,premium,6.5,2020-11-14,1950,3,1,22,15.54,2,0.0469,branch,1,2026-03-09,806,1,0.453,896.85,0.638
CLI-B9D639D5,Jeffrey,Thomas,35,1991-02-20,jthomas@outlook.com,+573092577837,Colombia,1585.87,2218.67,1263.19,0.7965276575834072,0.171,24840.25,2774.4,savings,2.3,2024-02-04,773,6,1,23,113.55,1,0.0377,app,2,2026-03-08,726,0,0.3815,4063.56,0.6334
CLI-5FD31051,Peter,Pacheco,42,1983-10-24,pacheco.p@gmail.com,001-663-638-4406,Paraguay,184.01,149.93,503.28,2.735069145751155,-0.0786,-701.38,520.96,savings,10.0,2016-12-26,3369,1,0,20,7.8,2,0.0993,web,2,2026-03-07,587,2,0.99,500.0,0.4209
CLI-DC35A506,Jessica,Mills,50,1975-11-02,jessica41@outlook.com,+34 876 057 972,Spain,423.93,1403.17,1823.1,4.300495070762876,-0.0725,15462.9,1451.63,premium,9.3,2017-02-25,3308,4,1,17,46.64,4,0.1505,app,3,2026-03-08,726,2,0.99,1086.26,0.0293
CLI-4246D903,Nichole,Davis,45,1980-04-21,ndavis@outlook.com,498-455-3326x167,Ecuador,1549.12,4123.96,1095.0,0.7068502386276038,0.3151,41556.58,3614.75,premium,10.8,2016-02-02,3697,2,1,28,265.1,1,0.1711,web,0,2026-03-17,751,0,0.273,4106.08,0.8487
CLI-FC4B9842,Jessica,Nichols,35,1990-07-02,jessica77@outlook.com,1-895-808-8514x311,Mexico,1066.4,799.86,921.73,0.8643393800895414,0.3187,-4021.53,1935.33,savings,1.9,2025-07-19,242,3,1,21,122.64,1,0.0954,app,1,2026-03-15,835,1,0.2192,3142.74,0.3818
CLI-5F4CE827,Jacob,Delgado,37,1989-03-18,delgado.j@icloud.com,(+57) 300 200 55 72,Colombia,712.67,4240.72,810.17,1.1368127828374452,-0.0992,9493.04,3058.39,savings,17.2,2009-07-03,6102,3,1,26,213.26,1,0.1151,web,2,2026-03-14,715,0,0.6542,1798.44,0.0833
CLI-40FBD356,Margaret,Perez,59,1966-05-06,perez.m@gmail.com,31 6501 9014,Brazil,921.2,1156.8,771.42,0.8374070641136458,0.4322,20128.2,1544.58,savings,9.5,2017-10-01,3090,1,0,20,123.61,2,0.2036,branch,7,2026-03-11,509,1,0.8337,1654.91,0.2324
CLI-4D1B3E39,Ronnie,Simmons,47,1978-05-14,simmons.r@yahoo.com,(+57) 308 329 86 85,Colombia,1414.29,5383.11,1371.92,0.9700423827517907,0.4469,337293.3,1155.76,premium,9.2,2017-03-26,3279,4,1,20,1219.42,1,0.1356,ATM,8,2026-03-08,708,3,0.5501,3534.06,0.3639
CLI-AFABAA7A,Natalie,Cox,33,1992-09-09,ncox@hotmail.com,(+57) 314 200 44 52,Colombia,908.82,1063.96,641.33,0.7056750690418574,0.0622,-3911.49,448.8,checking,6.0,2020-08-27,2029,6,0,11,232.45,2,0.2781,app,4,2026-03-14,646,2,0.4929,2072.11,0.8385
CLI-3E3F479D,Brett,Martinez,46,1979-05-02,brett.martinez@gmail.com,864.563.1951,Bolivia,975.7,487.21,993.71,1.0184649668732035,-0.1003,12099.04,2780.56,savings,15.5,2011-03-03,5494,2,0,17,378.02,2,0.1219,app,6,2026-03-05,843,0,0.293,2902.99,0.6824
CLI-FEF5366E,Mary,Williams,47,1979-01-19,mary89@hotmail.com,(344)231-1795x811,Peru,1034.86,3334.57,817.31,0.7897792089822386,0.3464,26592.57,2353.66,savings,7.8,2019-10-18,2343,1,0,8,177.47,2,0.1659,app,5,2026-03-11,760,0,0.3074,2775.86,0.4598
CLI-FFE742C1,Antonio,Gomez,55,1970-03-19,antonio.gomez@yahoo.com,101.366.5798,Mexico,2827.07,5141.61,2100.04,0.7428324871310159,0.059,89099.53,8379.39,premium,18.0,2009-12-13,5939,3,1,12,93.43,1,0.1931,ATM,0,2026-03-15,757,1,0.2837,7553.27,0.8379
CLI-5C41DAEA,Maria,Sanchez,36,1989-08-04,maria.sanchez@icloud.com,001-462-956-0614x4482,Costa Rica,1120.95,3449.14,1375.83,1.2273813465235124,-0.1238,14817.15,2484.38,savings,15.3,2011-03-15,5482,1,1,26,168.53,1,0.1002,branch,3,2026-03-13,776,1,0.5878,3070.08,0.1796
CLI-5E652CAE,Austin,Pearson,60,1965-09-26,pearson.a@icloud.com,3084572569,Colombia,2118.9,7470.89,2001.34,0.9445177078233578,0.7527,79034.04,6134.84,premium,3.1,2023-07-23,969,3,1,22,191.3,2,0.4086,web,6,2026-03-12,724,0,0.4948,5414.41,0.6017
CLI-52B9585C,Joseph,Roberts,41,1985-02-07,roberts.j@outlook.com,674-979-3292,Peru,1528.89,925.28,972.06,0.6357899760175846,0.3203,58210.84,1825.49,premium,9.4,2017-02-26,3307,2,1,34,505.97,1,0.3499,web,2,2026-03-06,521,2,0.7106,2811.36,0.5166
CLI-2E91F684,William,Adkins,41,1984-07-29,wadkins@icloud.com,+576035726533,Colombia,602.18,1021.93,605.81,1.0060252388521045,0.0341,9773.46,3639.96,savings,6.0,2021-09-20,1640,3,1,20,70.62,1,0.0942,app,0,2026-03-12,691,2,0.6139,1468.61,0.2849
CLI-973B13B5,Jessica,Long,20,2006-02-19,jessica.long@icloud.com,6885700304,Venezuela,330.53,772.23,223.5,0.676181449552141,0.4324,-2730.07,800.93,savings,9.9,2017-02-15,3318,4,0,9,124.23,0,0.054,app,1,2026-03-10,663,1,0.4325,773.44,0.8636
CLI-AB713607,Nicole,Perry,50,1975-03-30,nperry@icloud.com,321 283 08 17,Colombia,455.54,996.95,566.52,1.2436290441473343,-0.142,14809.99,3132.03,savings,2.3,2024-10-20,514,3,1,15,163.33,2,0.0635,web,9,2026-03-04,733,1,0.6888,1178.51,0.383
CLI-B226D289,Molly,Espinoza,49,1976-07-23,molly.espinoza@yahoo.com,+56 2 3265 4529,Chile,461.63,862.46,878.68,1.9034233097498223,-0.1158,6654.1,1404.82,premium,2.0,2024-07-18,608,2,1,27,50.48,2,0.0352,app,3,2026-03-06,758,1,0.9273,1235.0,0.4495
CLI-51D6E39C,Craig,Powell,42,1983-07-30,cpowell@outlook.com,653-721-0949x1176,Venezuela,86.4,421.8,56.26,0.6511944898559756,0.3291,1181.87,349.88,savings,14.9,2012-12-07,4849,1,1,23,3.91,2,0.2922,ATM,0,2026-03-17,524,0,0.7145,500.0,0.3361
CLI-17BFDFD4,Gina,Jones,48,1978-01-07,gjones@yahoo.com,+56 2 3220 4290,Chile,1847.74,2516.58,1764.04,0.9547010830280839,0.2014,31330.63,7879.41,checking,6.5,2020-09-05,2020,1,0,15,152.3,0,0.0187,app,3,2026-03-05,668,0,0.6268,4356.32,0.2154
CLI-8D169D59,Nicole,Paul,32,1993-07-07,npaul@hotmail.com,+573036293404,Colombia,903.82,729.91,840.25,0.9296655076733202,0.2088,13983.52,2027.24,checking,7.6,2019-12-09,2291,2,0,16,291.0,0,0.1786,web,7,2026-03-10,721,1,0.4904,2299.96,0.7575
CLI-F970220E,Valerie,Gonzalez,56,1969-05-14,valerie23@hotmail.com,+56 9 9781 9816,Chile,672.35,2241.13,940.12,1.3982642821952,-0.0202,9365.01,1631.47,savings,18.9,2008-10-23,6355,3,0,8,139.83,1,0.0356,ATM,2,2026-03-10,662,1,0.8703,1570.93,0.3075
CLI-9111EF66,Janet,Rodriguez,32,1993-12-27,janet.rodriguez@icloud.com,+1-872-624-2504x930,Ecuador,517.45,1029.3,748.6,1.4467156999638964,-0.0811,-2271.49,411.56,savings,19.9,2007-06-11,6855,4,0,15,28.74,0,0.0158,web,0,2026-03-15,787,4,0.7136,1437.29,0.1253
CLI-6B53E7CF,Jorge,Clark,40,1985-08-04,jorge26@yahoo.com,+34981 00 78 09,Spain,1595.46,3023.95,2458.77,1.5411011789249032,-0.0487,-9895.76,3818.71,savings,12.4,2014-01-26,4434,3,0,16,518.98,3,0.1367,branch,2,2026-03-16,818,3,0.7139,4606.19,0.1544
CLI-658A8B4A,Joshua,Mathews,43,1982-10-21,mathews.j@outlook.com,31 7357-7298,Brazil,429.67,860.21,421.57,0.9811668558093968,0.1538,195803.83,1057.99,premium,18.5,2008-07-22,6448,4,1,24,23.6,0,0.2194,web,1,2026-03-11,703,0,0.5695,1066.09,0.2566
CLI-458DECA0,Trevor,Buckley,38,1987-09-23,buckley.t@icloud.com,1-847-971-7046x61256,Mexico,374.87,1135.08,695.35,1.8549087668027888,-0.0749,-6248.04,814.62,premium,2.0,2025-04-25,327,5,1,28,65.63,0,0.1811,app,2,2026-03-12,728,3,0.9355,963.2,0.1989
CLI-23D34365,Alexandra,Fowler,27,1998-10-15,afowler@outlook.com,+573201765610,Colombia,2536.59,7058.45,1326.77,0.523050434334402,0.2272,38931.44,7667.0,savings,16.4,2010-10-04,5644,3,1,29,167.45,1,0.297,app,7,2026-03-04,664,2,0.323,5944.57,0.9799
CLI-03792533,Heidi,Baker,52,1973-08-27,heidi70@hotmail.com,361.954.6618x9244,Venezuela,112.49,231.41,70.27,0.6247198871604323,0.4551,1509.66,351.59,checking,15.5,2011-11-16,5236,5,0,11,4.45,0,0.1576,web,7,2026-03-04,596,0,0.5457,500.0,0.213
CLI-047BA80A,Joanne,Rivera,40,1985-11-24,joanne71@gmail.com,312.375.9380,Venezuela,181.66,424.66,63.87,0.35160534423964374,0.3249,2778.07,525.09,premium,9.1,2017-02-19,3314,3,1,27,8.38,1,0.1268,app,3,2026-03-06,727,0,0.1386,500.0,0.6394
CLI-6AC3BBE0,Susan,Perez,42,1983-12-27,perez.s@gmail.com,+34 925 090 528,Spain,2979.06,12264.01,3195.23,1.0725629352866992,-0.0311,109733.15,11351.83,checking,14.1,2012-03-04,5127,3,0,16,367.43,1,0.0403,app,2,2026-03-06,694,2,0.6538,7296.94,0.2944
CLI-FE605810,Kayla,Mitchell,25,2000-08-24,kmitchell@icloud.com,327 426 71 37,Colombia,397.77,1128.2,575.63,1.4471313492260773,-0.14,-1584.76,1236.85,savings,11.1,2015-12-18,3743,1,1,22,8.01,1,0.0612,ATM,1,2026-03-08,676,0,0.8725,949.03,0.2752
CLI-C1EAB33A,Megan,Petty,27,1998-10-03,megan71@icloud.com,577.805.5696,Mexico,948.7,3198.94,986.85,1.0402142235493936,-0.1327,17210.01,1944.73,checking,18.3,2008-05-07,6524,3,0,11,173.06,1,0.1659,web,1,2026-03-11,724,2,0.5661,2424.21,0.2636
CLI-D251EF8E,Alexander,Smith,49,1977-01-27,asmith@gmail.com,+57 307 459 20 96,Colombia,463.56,3504.26,566.16,1.2213295186807063,-0.0996,-12716.73,1941.61,checking,4.1,2022-03-28,1451,1,0,14,6.93,1,0.301,app,2,2026-03-07,805,2,0.5183,1317.06,0.3155
CLI-142BF985,Ashley,Moore,38,1987-03-25,moore.a@outlook.com,+57 304 728 20 49,Colombia,694.84,243.66,785.03,1.1298088693361483,-0.1148,13148.55,1614.79,premium,8.2,2018-10-19,2707,5,1,23,111.89,2,0.4702,app,2,2026-03-10,736,0,0.6049,1804.95,0.3147
CLI-D1A724BA,Brett,Bullock,37,1988-09-18,brett12@yahoo.com,+34 822 71 39 81,Spain,418.58,1380.02,1870.47,4.4685900765835775,0.0399,6101.82,1806.94,savings,1.1,2025-08-09,221,4,1,24,181.78,1,0.7012,web,3,2026-03-05,756,0,0.99,1116.87,0.507
CLI-DE33CC5B,Harold,Pope,37,1988-03-26,harold.pope@gmail.com,+1-401-483-6016,United States,11086.07,38749.64,8085.54,0.7293424990398258,0.4457,219385.91,20809.36,savings,16.0,2011-12-15,5207,2,1,19,2517.62,1,0.121,ATM,3,2026-03-07,574,3,0.6675,22459.07,0.6995
CLI-39040234,Kristin,King,54,1971-05-21,kking@gmail.com,850.179.2758x3584,Mexico,1268.68,4353.54,1135.94,0.895374508343705,0.1644,-7041.86,4872.37,savings,10.3,2016-09-27,3459,2,1,25,198.54,2,0.2724,app,3,2026-03-11,766,1,0.3658,3429.91,0.7313
